step,sim_time,plan_time,qpos,qvel,control,running_cost,state_cost,success,domain_weights
1,0.0,0.1804206371307373,"[0.10000000149011612, 0.05000000074505806, 0.5235987901687622, 0.561979353427887, 0.15592868626117706, -0.4536834955215454, -2.8455252647399902, 0.4127151370048523, 2.971696615219116, -1.8651105165481567, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, -0.5107325486067851, 0.6524014963479253, 0.12491932942147728, 1.124908471361034, 0.1917842050748289, -0.5865010563301548, -0.4977368166691342, 0.0, 0.0]","[0.7683593034744263, 0.7705916166305542, 0.7720698118209839, 0.7703549265861511, 0.7700212001800537, 0.7618388533592224, 0.76810622215271, 0.7718008756637573, 0.7741630673408508, 0.7692360281944275, 0.7695015668869019, 0.7688459157943726, 1.3555481433868408, 0.7688980102539062, 0.7693179845809937, 0.8024532794952393, 0.7726741433143616, 0.7689971923828125, 0.7690998315811157, 0.7697912454605103, 0.7694319486618042, 0.7696241140365601, 0.7694393396377563, 0.7678977251052856, 0.7685790657997131, 0.7687602043151855, 0.7685630321502686, 0.7684719562530518, 0.768258810043335, 0.7707775235176086, 0.7686710357666016, 0.7682658433914185, 0.7691551446914673, 0.7691856622695923, 0.769341230392456, 0.7691332101821899, 0.7688726782798767, 0.7688735723495483, 0.7691885232925415, 0.7683947086334229, 0.7688822746276855, 0.7703151702880859, 0.7696443200111389, 0.7696854472160339, 0.7693697214126587, 0.7693901062011719, 0.7685154676437378, 0.7690161466598511, 0.7694927453994751, 0.770229160785675, 0.736296534538269, 0.7679078578948975, 0.7681481242179871, 0.7690277099609375, 0.7696801424026489, 0.7682760953903198, 0.7693862915039062, 0.7679901123046875, 0.768235981464386, 0.8491642475128174, 0.7694160342216492, 0.7686078548431396, 0.7682989835739136, 0.7684081792831421, 0.7687901258468628, 0.7688101530075073, 0.7683016657829285, 0.7804895639419556, 0.768311619758606, 0.7690261602401733, 0.8231091499328613, 0.7690857648849487, 0.7679744958877563, 0.7686115503311157, 0.7581568956375122, 0.7686594724655151, 0.7690467834472656, 0.7687880992889404, 0.7038441896438599, 0.7695924639701843, 0.7681155800819397, 0.7838332653045654, 0.7682244181632996, 1.290146827697754, 0.7688524127006531, 0.7683732509613037, 0.7689847350120544, 0.7689725756645203, 1.0502561330795288, 0.7705091834068298, 1.0134519338607788, 0.7693711519241333, 0.7684271335601807, 0.7691790461540222, 0.7685598134994507, 0.652479887008667, 0.7682347297668457, 0.7689483761787415, 0.7682540416717529, 0.7686924934387207, 0.7696658372879028, 0.7695150971412659, 0.7685757279396057, 0.7680422067642212, 0.769245982170105, 0.7689006328582764, 0.7692444324493408, 0.7683489322662354, 0.7697447538375854, 0.7698637247085571, 0.7678897380828857, 0.7683333158493042, 0.7690503597259521, 0.769956111907959, 0.7692646384239197, 0.768543004989624, 0.7682652473449707, 0.7698332071304321, 0.7691351175308228, 2.397979736328125, 0.7687935829162598, 0.7690081000328064, 0.7699005007743835, 0.730231761932373, 0.7682615518569946, 0.7690773606300354, 0.7695903778076172, 0.7686870694160461]",0.026840748265385628,False,"[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]"
2,0.045,0.18172383308410645,"[0.10000000149011612, 0.05000000074505806, 0.5235987901687622, 0.5450623631477356, 0.17600055038928986, -0.4463948905467987, -2.8095316886901855, 0.4202725887298584, 2.9538636207580566, -1.8820008039474487, 0.0006984278443269432, -0.050448350608348846]","[0.0, 0.0, 0.0, -0.4316995143890381, 0.5445748567581177, 0.14823448657989502, 0.9830401539802551, 0.17104296386241913, -0.5585535764694214, -0.48526036739349365, -0.05289848521351814, -0.6946790814399719]","[0.0, 0.0, 0.0, 0.42739832644929454, 0.5494455228644238, 0.21357562650809775, 0.9686066000053296, -0.004677598257231408, -0.49278489649245144, 0.7188603364546389, 0.0, 0.0]","[0.6272779703140259, 1.2783191204071045, 1.8861913681030273, 0.7700205445289612, 0.7702692747116089, 0.769433856010437, 0.7731999158859253, 0.7693327069282532, 0.7701502442359924, 0.7690283060073853, 0.7690401077270508, 1.053138017654419, 0.6949843168258667, 0.7712994813919067, 0.7685198783874512, 0.768352746963501, 0.7721371650695801, 1.4525924921035767, 0.7684128880500793, 0.6890332102775574, 0.7678090333938599, 0.741458535194397, 0.6757687330245972, 1.0832319259643555, 1.1194069385528564, 0.8937270641326904, 0.6036525964736938, 0.7101492881774902, 0.7824305295944214, 0.8449777364730835, 0.641242504119873, 0.6360799670219421, 0.7365057468414307, 0.712814211845398, 0.6189137697219849, 0.7683176398277283, 0.7551175355911255, 0.7687543034553528, 0.6597154140472412, 0.6182278394699097, 0.6418502926826477, 0.8757447600364685, 1.2315839529037476, 0.6845160722732544, 0.6563220024108887, 0.816156268119812, 0.7680306434631348, 0.7679048180580139, 0.7677359580993652, 0.7678935527801514, 0.622974157333374, 0.7125476002693176, 0.7680783271789551, 0.7681953310966492, 1.4725641012191772, 0.7680701017379761, 0.7829780578613281, 0.8692585229873657, 0.7677720785140991, 1.0276851654052734, 0.8052067756652832, 2.0051021575927734, 2.0356688499450684, 0.7558978796005249, 0.900857150554657, 0.7685191631317139, 0.7497620582580566, 0.6220569014549255, 0.6979193687438965, 0.6999373435974121, 0.6858888864517212, 0.7854642868041992, 0.6364806890487671, 0.7679051160812378, 0.6479041576385498, 1.0586270093917847, 0.7678185701370239, 0.6886245012283325, 0.7683165073394775, 0.7677735090255737, 0.7193558812141418, 0.7679548263549805, 0.9146676063537598, 0.7679207921028137, 0.768877387046814, 0.7007087469100952, 0.7351737022399902, 0.6636174321174622, 0.8323405981063843, 0.7684013843536377, 0.7248485684394836, 0.7076584100723267, 0.7682410478591919, 0.7677949666976929, 0.7679352760314941, 0.7682337760925293, 0.6090658903121948, 0.6373699903488159, 0.7678897380828857, 0.7040191888809204, 0.7681015729904175, 0.7547696828842163, 0.668540358543396, 0.7764594554901123, 0.7684712409973145, 0.7679871320724487, 0.6562734842300415, 0.7725919485092163, 0.7681698799133301, 0.8482769131660461, 0.7835004329681396, 0.8449194431304932, 0.7681204080581665, 0.639030933380127, 2.7568087577819824, 0.7683961391448975, 0.6219320893287659, 0.6639856100082397, 0.6688832640647888, 0.7722914218902588, 0.6420184969902039, 0.7682000398635864, 0.7677576541900635, 0.6929802894592285, 0.76931232213974, 0.7678689956665039, 0.6756649017333984, 0.7686728835105896]",0.026830187067389488,False,"[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]"
3,0.09,0.17882633209228516,"[0.10000000149011612, 0.05000000074505806, 0.5235987901687622, 0.5513750314712524, 0.20043152570724487, -0.4440162777900696, -2.7675557136535645, 0.4225589334964752, 2.931952714920044, -1.8844826221466064, 0.0034334405791014433, -0.05771142616868019]","[0.0, 0.0, 0.0, 0.25704362988471985, 0.5393543839454651, 0.08127225935459137, 0.9285443425178528, 0.028511492535471916, -0.483289897441864, 0.15882088243961334, 0.1479526311159134, -0.06807169318199158]","[0.0, 0.0, 0.0, -0.9775987292638209, 0.7141442541145279, 0.010934364993116133, 1.2259275383718975, 0.18536363447455248, -0.6431784487891035, -1.0387166831670727, 0.0, 0.0]","[0.625325083732605, 0.7707110643386841, 0.7696837186813354, 0.7688196897506714, 0.7685304880142212, 0.7719472646713257, 0.7693349123001099, 0.7545502781867981, 0.7699534296989441, 0.8409742712974548, 0.7696623802185059, 0.7692041397094727, 0.7690250873565674, 0.7698876857757568, 0.7697246074676514, 0.7692397236824036, 0.7693730592727661, 0.769325852394104, 0.669399619102478, 0.6086444854736328, 0.7354859113693237, 0.6362916231155396, 0.7687733173370361, 0.7691298723220825, 0.6443158388137817, 0.7335009574890137, 0.6430190205574036, 0.6074451804161072, 0.6321526765823364, 0.6358611583709717, 0.7680127024650574, 0.6634676456451416, 0.7587926983833313, 0.7683556079864502, 0.7040307521820068, 0.7684705257415771, 0.6985440850257874, 0.7681667804718018, 0.695154070854187, 0.7191531658172607, 0.7680209875106812, 0.7695857882499695, 0.7681161165237427, 0.7689532041549683, 0.7135661840438843, 0.6026631593704224, 0.6665633916854858, 0.7684644460678101, 0.7475542426109314, 0.7687140703201294, 0.6263110637664795, 0.70308518409729, 0.719657838344574, 7.930641174316406, 0.7683827877044678, 0.7253744602203369, 0.7686949968338013, 0.7071087956428528, 0.6638939380645752, 0.6574426293373108, 0.7683505415916443, 0.6345127820968628, 0.6092276573181152, 1.059870719909668, 0.6361895799636841, 0.7684829831123352, 0.6739550828933716, 0.7197230458259583, 0.6597251296043396, 0.646963357925415, 0.6250912547111511, 0.768377423286438, 0.8889660239219666, 0.677720308303833, 0.7683265209197998, 0.7689424753189087, 0.6900081038475037, 24.130586624145508, 0.6679996848106384, 0.7700974941253662, 0.6079179644584656, 0.755363404750824, 0.6782770156860352, 0.6593160033226013, 0.7647351026535034, 0.6118364930152893, 0.6829112768173218, 0.768797755241394, 0.6534910798072815, 0.7430371642112732, 0.6128498315811157, 0.6673965454101562, 0.6240149736404419, 0.6339250802993774, 0.6467545628547668, 0.7810748815536499, 0.768040657043457, 0.623618483543396, 0.6216621398925781, 0.9441115856170654, 0.8807252049446106, 0.7698635458946228, 0.6782870292663574, 0.6685080528259277, 0.7291293144226074, 0.7019008994102478, 0.6759963035583496, 0.6621426343917847, 0.7267452478408813, 0.5951400399208069, 0.7467631101608276, 0.7684134244918823, 1.1663177013397217, 0.6862838268280029, 0.6844626665115356, 0.6099929213523865, 0.6576607823371887, 0.768114447593689, 0.6374644041061401, 0.7683918476104736, 0.6158603429794312, 0.7049860954284668, 0.6094573736190796, 0.7683682441711426, 0.6757532358169556, 0.6997098922729492, 0.674451470375061, 0.7682041525840759]",0.02682272531092167,False,"[0.03150608018040657, 0.0494149886071682, 0.04934566840529442, 0.04722987860441208, 0.044855765998363495, 0.056230828166007996, 0.054590675979852676, 0.052332982420921326, 0.050183966755867004, 0.06993769854307175, 0.06933840364217758, 0.0684010460972786, 0.04680230841040611, 0.04546491056680679, 0.04544549062848091, 0.044866714626550674, 0.04426828399300575, 0.04355005919933319, 0.043377626687288284, 0.04285656288266182]"
4,0.135,0.17947864532470703,"[0.10000000149011612, 0.05000000074505806, 0.5235987901687622, 0.5253716707229614, 0.2292744666337967, -0.43230703473091125, -2.715994358062744, 0.4291733503341675, 2.903599262237549, -1.896606206893921, -0.0002876139769796282, -0.05191492289304733]","[0.0, 0.0, 0.0, -0.7273662686347961, 0.6716452240943909, 0.19230946898460388, 1.1844817399978638, 0.147135928273201, -0.6375449895858765, -0.48235273361206055, -0.21716339886188507, 0.2504633963108063]","[0.0, 0.0, 0.0, -0.32960689270243726, 0.5479583351240913, 0.05122232221686909, 0.9551339058993461, 0.05248273499974193, -0.493829697152456, -0.23520015435584463, 0.0, 0.0]","[0.7630598545074463, 0.7700321674346924, 0.7680339813232422, 0.7691394090652466, 0.8088870048522949, 0.756403923034668, 0.7703208923339844, 0.769611120223999, 0.7678884267807007, 0.767991840839386, 0.7684726119041443, 0.7691008448600769, 0.7593624591827393, 1.7930327653884888, 0.7691697478294373, 0.7692855596542358, 0.6212811470031738, 0.7678651809692383, 0.90306556224823, 0.7701421976089478, 0.5995525121688843, 2.333289861679077, 0.9218828678131104, 0.7374551296234131, 0.6021963953971863, 0.6067430973052979, 1.1658833026885986, 0.9784824848175049, 1.004515290260315, 0.7681175470352173, 0.8407881259918213, 0.7051787376403809, 0.6253904104232788, 0.6128177642822266, 0.6868064999580383, 0.8978176712989807, 0.6267474889755249, 0.7436988353729248, 0.7686395645141602, 0.6353117823600769, 0.9627086520195007, 0.7805088758468628, 1.5851714611053467, 0.6156017780303955, 0.7663766145706177, 0.8760702013969421, 0.6289366483688354, 1.0343718528747559, 0.7268288135528564, 0.6907228231430054, 1.1531774997711182, 0.7684656977653503, 0.6369677782058716, 0.6091424226760864, 11.088029861450195, 0.6787335872650146, 0.7128037214279175, 0.720644474029541, 0.6022612452507019, 0.6987970471382141, 1.2722266912460327, 0.680449366569519, 0.6118701696395874, 1.914962649345398, 0.6040632724761963, 1.3655537366867065, 0.8848024010658264, 0.6119828224182129, 0.5913217067718506, 2.4202589988708496, 2.2450098991394043, 0.6589200496673584, 0.9745015501976013, 0.5936553478240967, 0.6484354734420776, 0.708365261554718, 0.7171839475631714, 0.6483707427978516, 0.7610052824020386, 0.8863359689712524, 0.6656455993652344, 0.6154180765151978, 0.6165778636932373, 0.7680214047431946, 0.7257908582687378, 0.9721846580505371, 0.7139937877655029, 0.6470698118209839, 0.638068437576294, 0.6423125267028809, 0.7681413292884827, 0.7409108877182007, 0.6627545952796936, 3.0301387310028076, 0.5915430188179016, 0.9154949188232422, 0.6860882043838501, 0.6168580055236816, 0.6084016561508179, 0.598106861114502, 0.6739844083786011, 0.837460458278656, 0.5864971876144409, 0.6077948212623596, 1.2134641408920288, 0.7011603116989136, 0.5800156593322754, 0.8697562217712402, 0.8194990158081055, 1.1609470844268799, 0.6551313400268555, 0.6990748643875122, 0.7532631158828735, 0.7801661491394043, 0.9497947692871094, 0.5844537019729614, 1.1433095932006836, 0.5988219976425171, 0.7015547752380371, 0.932183027267456, 0.6050252914428711, 0.9414776563644409, 2.506932497024536, 0.6543455123901367, 0.6168971657752991, 0.7765164375305176, 0.592293381690979, 0.7685037851333618]",0.02681128866970539,False,"[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]"
5,0.18000000000000005,0.18009448051452637,"[0.10000000149011612, 0.05000000074505806, 0.5235987901687622, 0.5061700940132141, 0.25527647137641907, -0.4306749105453491, -2.6717171669006348, 0.43302884697914124, 2.881300449371338, -1.9083260297775269, -0.007355260197073221, -0.04037807881832123]","[0.0, 0.0, 0.0, -0.3646717071533203, 0.552032470703125, 0.029630407691001892, 0.9458622336387634, 0.07117199897766113, -0.4837784767150879, -0.2330104410648346, -0.08455585688352585, 0.21189144253730774]","[0.0, 0.0, 0.0, 0.15640581809083787, 0.7008681391671268, 0.14209595667744965, 1.2420080420289719, -0.0246176526845535, -0.6297678634009456, 0.4542202535708313, 0.0, 0.0]","[0.5750014781951904, 0.6524245738983154, 1.013741374015808, 0.7683091759681702, 0.7859492301940918, 0.7690014839172363, 0.8359120488166809, 0.7690629959106445, 0.8622857332229614, 0.7731605768203735, 0.7467947602272034, 0.7144310474395752, 0.5858193039894104, 1.3393316268920898, 0.6259356737136841, 0.7712593078613281, 0.7681858539581299, 0.8495989441871643, 0.768275260925293, 0.7689744234085083, 0.6695034503936768, 0.7468169927597046, 0.7682356238365173, 0.6976978778839111, 0.5885757803916931, 0.5707900524139404, 0.7686014175415039, 0.9905245304107666, 0.5971313118934631, 0.5936781167984009, 0.61444091796875, 0.6499300003051758, 0.6421520709991455, 0.7293033599853516, 0.7728544473648071, 0.6055585145950317, 0.8394628763198853, 0.6628941893577576, 1.385571837425232, 0.68935227394104, 0.7741032838821411, 0.6154385209083557, 1.0148001909255981, 1.747345209121704, 0.6257927417755127, 0.5872113704681396, 0.6684452295303345, 0.8159406185150146, 0.6544281244277954, 0.7204941511154175, 0.7231276035308838, 1.9780943393707275, 0.6278080940246582, 0.7685501575469971, 0.7237175703048706, 0.7057361006736755, 1.6685374975204468, 27.693031311035156, 0.630669355392456, 0.8285753726959229, 0.6247979402542114, 0.673945426940918, 0.768385648727417, 1.4546253681182861, 0.6050636768341064, 0.590244710445404, 0.5869321823120117, 0.5758793354034424, 0.8536251783370972, 0.5860764384269714, 0.6313343644142151, 0.602603018283844, 0.7110474109649658, 0.5925878882408142, 0.825232207775116, 0.7681571245193481, 0.629030704498291, 0.602391242980957, 0.768365740776062, 0.5938676595687866, 1.0780866146087646, 0.9795545339584351, 0.6897636651992798, 0.605771541595459, 0.6823427677154541, 0.6642310619354248, 0.5867454409599304, 0.708499014377594, 0.8703405857086182, 0.6133849620819092, 0.6807584762573242, 0.6901892423629761, 0.720558762550354, 0.7247043251991272, 0.645703911781311, 0.5905013084411621, 0.6554844975471497, 0.6772985458374023, 0.6333014965057373, 0.8098909258842468, 0.8882995843887329, 0.6453030109405518, 0.6173527836799622, 0.612027108669281, 2.839796304702759, 1.5333424806594849, 0.7330704927444458, 3.8101234436035156, 0.678046703338623, 0.6225005984306335, 0.783441424369812, 0.6735341548919678, 0.681922197341919, 0.7641242742538452, 0.6172512769699097, 0.7680482864379883, 0.627566933631897, 0.7912999391555786, 0.5900595188140869, 0.7694017887115479, 0.6554057598114014, 1.031779408454895, 0.8967528343200684, 7.810084342956543, 1.061360239982605, 1.3188754320144653, 0.7689319849014282, 0.7224478721618652]",0.02680138312280178,False,"[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]"
6,0.2250000000000001,0.18039155006408691,"[0.10000000149011612, 0.05000000074505806, 0.5235987901687622, 0.5035208463668823, 0.28433969616889954, -0.4301099479198456, -2.6208934783935547, 0.4336715638637543, 2.8537418842315674, -1.8995721340179443, -0.004980065394192934, -0.027387825772166252]","[0.0, 0.0, 0.0, 0.013008472509682178, 0.6672328114509583, 0.0383889339864254, 1.1736327409744263, 0.0031598275527358055, -0.6186090707778931, 0.4074077308177948, 0.06984855234622955, 0.36612242460250854]","[0.0, 0.0, 0.0, -0.27930994282749305, 0.7232034204013053, 0.07715388960547168, 1.2736739265510302, 0.019810873401667473, -0.6510209318165575, -0.06971681070778354, 0.0, 0.0]","[0.6052956581115723, 0.7440915107727051, 0.7688316106796265, 0.7709933519363403, 0.609163761138916, 0.7584019303321838, 0.769514262676239, 0.7700884342193604, 0.7690580487251282, 0.7687364816665649, 2.6847801208496094, 0.7682154178619385, 0.6043721437454224, 0.660169243812561, 0.7703057527542114, 0.7685702443122864, 0.7691364884376526, 0.8520286083221436, 0.7682605385780334, 0.7680968046188354, 0.6102161407470703, 0.5999218225479126, 0.655066967010498, 0.5776654481887817, 0.7684142589569092, 0.5994589328765869, 0.7690475583076477, 0.6084015369415283, 0.768600344657898, 0.6599624752998352, 0.604698896408081, 0.7174367308616638, 0.5852580666542053, 0.7553032636642456, 0.621968150138855, 0.7337887287139893, 0.588586688041687, 0.6889496445655823, 0.5889707207679749, 0.7689731121063232, 0.6557145714759827, 0.6187220811843872, 0.6534920334815979, 0.5820653438568115, 0.5960660576820374, 0.6507734060287476, 0.663617730140686, 0.6051933765411377, 0.7295195460319519, 0.7248207330703735, 0.6029086112976074, 0.769681453704834, 0.6769410967826843, 0.5916407108306885, 0.7120997905731201, 0.6028695106506348, 0.7315843105316162, 0.6122687458992004, 0.5982570648193359, 0.6017481088638306, 0.8262145519256592, 0.6647829413414001, 0.5972952842712402, 0.7629414200782776, 0.5864714980125427, 0.676315188407898, 0.6235813498497009, 0.7684454917907715, 0.6256061792373657, 0.7697269916534424, 0.576509952545166, 0.5880826711654663, 0.5917835235595703, 0.5950006246566772, 0.6413557529449463, 0.5793272256851196, 0.7438411712646484, 0.7688790559768677, 0.7685959339141846, 0.6571211814880371, 0.7682589292526245, 0.7689366340637207, 0.6065351963043213, 0.6034296154975891, 0.6142088174819946, 0.5903416872024536, 0.6841771602630615, 8.469280242919922, 0.7108083963394165, 0.6086270809173584, 0.6318057775497437, 0.6564775705337524, 0.6574705839157104, 0.593019962310791, 0.5924177169799805, 0.6259646415710449, 0.633888840675354, 0.7696914672851562, 0.769225001335144, 0.7684242725372314, 0.7797061800956726, 0.6795817613601685, 0.6170237064361572, 0.8089496493339539, 0.6111037135124207, 0.570605456829071, 0.5885971188545227, 5.235185623168945, 0.7728089094161987, 0.589361310005188, 0.5764685869216919, 0.575946569442749, 0.7686724662780762, 0.8772618770599365, 0.5624731779098511, 0.7690919041633606, 0.6819648742675781, 0.6051601767539978, 0.6153692007064819, 0.5811197757720947, 0.6209889650344849, 0.6626372337341309, 1.1390407085418701, 0.6376616954803467, 0.7483059763908386, 0.621644914150238, 0.7683957815170288, 0.7356535792350769]",0.02679501287639141,False,"[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]"
7,0.27000000000000013,0.17937970161437988,"[0.10000000149011612, 0.05000000074505806, 0.5235987901687622, 0.4958374798297882, 0.3153174817562103, -0.4253116250038147, -2.5656352043151855, 0.4339565336704254, 2.8250033855438232, -1.8979157209396362, -0.0036228399258106947, -0.01045827753841877]","[0.0, 0.0, 0.0, -0.2040734589099884, 0.6947378516197205, 0.09801074862480164, 1.2416690587997437, 0.0076523455791175365, -0.6406996846199036, -0.06072971224784851, 0.0017626543994992971, 0.38420966267585754]","[0.0, 0.0, 0.0, 0.27947600991410326, 0.6958555531820252, 0.14158074203098014, 1.2488051606011497, -0.05902045992233545, -0.6240487271914132, 0.6353746089020631, 0.0, 0.0]","[0.552378237247467, 0.6642618179321289, 0.770670473575592, 0.7917466759681702, 2.1286730766296387, 0.7660977840423584, 0.6345963478088379, 0.6150233745574951, 0.6747645735740662, 0.6036777496337891, 0.6756558418273926, 1.2222156524658203, 0.7855998277664185, 0.5695013999938965, 0.7000720500946045, 0.7696987986564636, 0.7682958841323853, 0.6550849676132202, 1.1968458890914917, 0.6402544975280762, 0.6684612035751343, 0.8484706878662109, 0.7686284780502319, 0.5905638933181763, 0.5919718146324158, 0.7073861956596375, 0.5708937644958496, 0.5581721067428589, 0.6014803051948547, 0.5909569263458252, 0.6038789749145508, 0.7305059432983398, 25.514650344848633, 0.769524335861206, 0.5805239081382751, 0.5859969854354858, 0.6358700394630432, 1.1697183847427368, 0.5498008728027344, 0.5878914594650269, 0.7267314195632935, 0.611402153968811, 0.8205325603485107, 0.5670628547668457, 0.5725873708724976, 0.7372146844863892, 0.7228163480758667, 0.6136363744735718, 0.6065300107002258, 0.5886539220809937, 0.6513832807540894, 0.7684819102287292, 0.626548707485199, 0.5903077125549316, 0.5760126113891602, 0.6969460248947144, 1.2013853788375854, 0.6086148023605347, 0.5974511504173279, 0.6029320955276489, 0.7683711647987366, 0.7517422437667847, 15.062128067016602, 0.9673588871955872, 0.5849894285202026, 0.719981849193573, 3.1610593795776367, 0.6177034378051758, 0.5635972023010254, 0.700339138507843, 0.7692981958389282, 0.8060767650604248, 0.552895188331604, 0.6608099341392517, 0.7690026164054871, 1.7176753282546997, 0.6000676155090332, 0.6499252319335938, 0.6235121488571167, 0.5669809579849243, 0.5585929751396179, 0.5593125820159912, 0.6171623468399048, 0.6610879898071289, 0.6056276559829712, 0.6995969414710999, 0.7019866704940796, 0.6530889272689819, 0.5914115309715271, 0.7689262628555298, 0.768429160118103, 2.115419387817383, 0.6117137670516968, 0.7691271305084229, 0.5899468660354614, 0.5754304528236389, 0.7542988061904907, 0.5882765650749207, 0.7689093947410583, 0.9016939401626587, 0.6967360377311707, 0.6339268684387207, 0.6080396175384521, 0.7238811254501343, 0.5868016481399536, 0.7699565887451172, 0.7681364417076111, 0.6638951301574707, 0.7541239261627197, 0.7687750458717346, 0.6057418584823608, 0.6584235429763794, 0.8820201754570007, 0.7178624868392944, 0.5960537195205688, 0.5781641006469727, 0.768957257270813, 0.5791316032409668, 0.7694555521011353, 0.6241377592086792, 0.7684885263442993, 1.2165300846099854, 0.8798052072525024, 0.607646107673645, 0.5763858556747437, 0.6253842115402222, 0.7644550800323486, 0.5925873517990112]",0.026789916679263115,False,"[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]"
